method,split,task,regime,mean_success,ci95_success,mean_containment_rate,ci95_containment_rate,mean_state_corruption,ci95_state_corruption,mean_cascade_rate,ci95_cascade_rate,mean_damage,ci95_damage,mean_false_halt,ci95_false_halt,mean_recovery_success,ci95_recovery_success,mean_escalation_precision,ci95_escalation_precision,mean_containment_latency,ci95_containment_latency,mean_recovery_cost,ci95_recovery_cost,mean_regret_to_oracle,ci95_regret_to_oracle,groups
hierarchy_without_containment,delayed_escalation,bimanual_handoff,perception_glitch,0.4048,0.056,0.2126,0.0396,0.1071,0.0222,0.1803,0.0206,0.0731,0.0213,0.1786,0.0279,0.2058,0.0452,0.2245,0.0073,0.9383,0.011,0.1758,0.0064,0.3316,0.049,7
hierarchy_without_containment,delayed_escalation,bimanual_handoff,precondition_drift,0.335,0.0339,0.1905,0.0394,0.1837,0.0249,0.216,0.0328,0.1037,0.038,0.1514,0.0317,0.2007,0.0336,0.2053,0.0107,0.9676,0.01,0.1753,0.0059,0.3776,0.0564,7
hierarchy_without_containment,delayed_escalation,bimanual_handoff,recovery_budget_exhaustion,0.2347,0.0359,0.1837,0.041,0.2109,0.0174,0.267,0.0274,0.1156,0.0167,0.1548,0.0283,0.148,0.0391,0.2099,0.0128,1.042,0.0109,0.1755,0.0043,0.4592,0.0441,7
hierarchy_without_containment,delayed_escalation,bimanual_handoff,subgoal_drift,0.3027,0.0243,0.2075,0.0381,0.1803,0.0436,0.2228,0.0167,0.0646,0.0203,0.148,0.0397,0.1667,0.0438,0.2134,0.0084,0.9658,0.014,0.1781,0.0062,0.4354,0.0435,7
hierarchy_without_containment,delayed_escalation,drawer_retrieval,actuator_slip,0.449,0.0501,0.2143,0.0125,0.0799,0.0268,0.1565,0.0267,0.0697,0.0299,0.1684,0.032,0.1786,0.0345,0.2095,0.0137,0.9293,0.0146,0.1841,0.006,0.3061,0.0538,7
hierarchy_without_containment,delayed_escalation,drawer_retrieval,contact_instability,0.3878,0.0617,0.1939,0.039,0.1224,0.0122,0.2177,0.0443,0.0748,0.0208,0.1446,0.0281,0.2058,0.04,0.2077,0.0051,0.9941,0.0202,0.1755,0.0066,0.369,0.0716,7
hierarchy_without_containment,delayed_escalation,drawer_retrieval,cross_level_cascading_failure,0.1922,0.0164,0.1905,0.0353,0.2143,0.0297,0.3282,0.0274,0.1105,0.0268,0.1446,0.0303,0.1565,0.0267,0.2151,0.0125,1.1157,0.0086,0.1813,0.0077,0.5442,0.0455,7
hierarchy_without_containment,delayed_escalation,drawer_retrieval,perception_glitch,0.4507,0.0552,0.2126,0.018,0.1173,0.0193,0.1327,0.0206,0.0629,0.0189,0.1429,0.0176,0.2024,0.036,0.2133,0.0084,0.9365,0.0074,0.176,0.008,0.3095,0.0797,7
hierarchy_without_containment,delayed_escalation,drawer_retrieval,precondition_drift,0.3707,0.0462,0.182,0.039,0.1667,0.0204,0.2381,0.0176,0.0867,0.0313,0.1582,0.0122,0.1888,0.0316,0.213,0.0073,0.9436,0.0083,0.1799,0.0034,0.3571,0.0622,7
hierarchy_without_containment,delayed_escalation,drawer_retrieval,recovery_budget_exhaustion,0.2942,0.0449,0.2143,0.0364,0.2041,0.029,0.2432,0.0301,0.102,0.0233,0.1786,0.0322,0.1684,0.0343,0.2103,0.0097,1.0292,0.0101,0.1782,0.0074,0.4286,0.0553,7
hierarchy_without_containment,delayed_escalation,drawer_retrieval,subgoal_drift,0.3401,0.0446,0.1939,0.0232,0.1854,0.0233,0.233,0.0419,0.0765,0.0243,0.165,0.0336,0.1803,0.0193,0.2004,0.0084,0.9667,0.0107,0.1783,0.0063,0.3776,0.087,7
hierarchy_without_containment,delayed_escalation,mobile_manip_delivery,actuator_slip,0.4728,0.055,0.1871,0.0258,0.0867,0.0268,0.1582,0.0437,0.0731,0.0187,0.1582,0.0437,0.1633,0.0309,0.2039,0.0117,0.9574,0.013,0.1802,0.0051,0.2619,0.0826,7
hierarchy_without_containment,delayed_escalation,mobile_manip_delivery,contact_instability,0.3622,0.0488,0.1854,0.0337,0.0986,0.0195,0.2364,0.032,0.0867,0.0232,0.1735,0.0233,0.1735,0.0259,0.2096,0.0115,0.9988,0.0106,0.1822,0.0051,0.3622,0.055,7
hierarchy_without_containment,delayed_escalation,mobile_manip_delivery,cross_level_cascading_failure,0.1718,0.0283,0.1956,0.0377,0.2245,0.0379,0.3605,0.0325,0.1412,0.0372,0.1548,0.0288,0.2126,0.0508,0.2095,0.0128,1.1409,0.0131,0.1753,0.007,0.5561,0.0443,7
hierarchy_without_containment,delayed_escalation,mobile_manip_delivery,perception_glitch,0.4201,0.0317,0.1905,0.0197,0.131,0.0249,0.1667,0.031,0.0663,0.0123,0.1548,0.0374,0.1701,0.034,0.2125,0.0103,0.9309,0.0123,0.1764,0.0069,0.284,0.062,7
hierarchy_without_containment,delayed_escalation,mobile_manip_delivery,precondition_drift,0.3452,0.0249,0.1939,0.0422,0.1854,0.0305,0.2296,0.0278,0.0748,0.0226,0.1276,0.0195,0.1701,0.0132,0.2123,0.011,0.9485,0.0109,0.1795,0.0068,0.398,0.0309,7
hierarchy_without_containment,delayed_escalation,mobile_manip_delivery,recovery_budget_exhaustion,0.2925,0.0397,0.1701,0.0296,0.1956,0.037,0.2704,0.04,0.0782,0.0238,0.1599,0.0384,0.1803,0.0376,0.2147,0.016,1.037,0.0096,0.1756,0.0091,0.4337,0.0555,7
hierarchy_without_containment,delayed_escalation,mobile_manip_delivery,subgoal_drift,0.2942,0.0282,0.182,0.0309,0.2211,0.0287,0.233,0.0578,0.0833,0.0135,0.1735,0.0287,0.1803,0.0246,0.2084,0.0127,0.9703,0.0118,0.1832,0.0064,0.4167,0.0417,7
hierarchy_without_containment,delayed_escalation,peg_assembly,actuator_slip,0.449,0.0309,0.1871,0.0344,0.0782,0.0152,0.1684,0.0257,0.0629,0.0263,0.1429,0.0318,0.2245,0.0236,0.2122,0.0103,0.9608,0.0185,0.1821,0.0067,0.2568,0.0337,7
hierarchy_without_containment,delayed_escalation,peg_assembly,contact_instability,0.3486,0.0469,0.1735,0.0274,0.1276,0.0226,0.1871,0.0333,0.1156,0.0278,0.1616,0.0519,0.1735,0.0321,0.2152,0.0136,1.0043,0.0168,0.1764,0.0083,0.3912,0.0457,7
hierarchy_without_containment,delayed_escalation,peg_assembly,cross_level_cascading_failure,0.1599,0.0259,0.1769,0.0436,0.2432,0.0264,0.3163,0.0196,0.1071,0.0144,0.148,0.0317,0.1497,0.0333,0.2086,0.0105,1.1506,0.0147,0.1738,0.007,0.5493,0.0533,7
hierarchy_without_containment,delayed_escalation,peg_assembly,perception_glitch,0.4286,0.0292,0.2245,0.0219,0.1395,0.0258,0.1718,0.0209,0.0884,0.01,0.165,0.0328,0.2075,0.0423,0.2104,0.0139,0.938,0.0146,0.1841,0.0088,0.2891,0.0387,7
hierarchy_without_containment,delayed_escalation,peg_assembly,precondition_drift,0.3282,0.0423,0.2296,0.0195,0.1956,0.0384,0.2534,0.0282,0.0765,0.0233,0.1616,0.0301,0.1565,0.0396,0.2092,0.006,0.9668,0.0158,0.1834,0.0084,0.3707,0.0601,7
hierarchy_without_containment,delayed_escalation,peg_assembly,recovery_budget_exhaustion,0.2534,0.0258,0.1871,0.0278,0.1922,0.0193,0.2942,0.0226,0.0952,0.0216,0.1378,0.0233,0.1429,0.0274,0.2112,0.0056,1.0366,0.0118,0.1764,0.0079,0.4762,0.0411,7
hierarchy_without_containment,delayed_escalation,peg_assembly,subgoal_drift,0.2704,0.0446,0.1854,0.0183,0.2194,0.0296,0.1905,0.0401,0.0901,0.0317,0.1718,0.0325,0.1633,0.0428,0.1928,0.0137,0.9756,0.0096,0.1782,0.0068,0.4558,0.0673,7
hierarchy_without_containment,delayed_escalation,tool_use_sequence,actuator_slip,0.4422,0.0412,0.199,0.0469,0.0833,0.0338,0.1701,0.0182,0.0697,0.0107,0.1633,0.0268,0.2024,0.021,0.2095,0.0142,0.9539,0.0189,0.1823,0.0075,0.3197,0.0473,7
hierarchy_without_containment,delayed_escalation,tool_use_sequence,contact_instability,0.4116,0.0264,0.1939,0.041,0.1139,0.0227,0.1854,0.0259,0.1105,0.0141,0.1327,0.0156,0.165,0.0358,0.2177,0.0113,0.987,0.0134,0.1786,0.0049,0.3163,0.0397,7
hierarchy_without_containment,delayed_escalation,tool_use_sequence,cross_level_cascading_failure,0.2092,0.0313,0.2092,0.0404,0.2534,0.0449,0.3044,0.0387,0.1139,0.0287,0.1378,0.0416,0.1463,0.0214,0.2076,0.0093,1.1556,0.014,0.1783,0.0053,0.5306,0.0477,7
hierarchy_without_containment,delayed_escalation,tool_use_sequence,perception_glitch,0.4405,0.0519,0.1888,0.0271,0.102,0.0296,0.1701,0.015,0.0544,0.0196,0.1854,0.0321,0.1922,0.0328,0.2079,0.0142,0.9477,0.0173,0.1804,0.0064,0.3095,0.0532,7
hierarchy_without_containment,delayed_escalation,tool_use_sequence,precondition_drift,0.352,0.0269,0.2109,0.0359,0.182,0.0333,0.2058,0.0214,0.1003,0.0321,0.1582,0.0253,0.1633,0.0337,0.2019,0.0152,0.9585,0.0208,0.1802,0.0069,0.3588,0.0584,7
hierarchy_without_containment,delayed_escalation,tool_use_sequence,recovery_budget_exhaustion,0.2789,0.0534,0.1871,0.0403,0.2058,0.0304,0.2874,0.0316,0.0952,0.0274,0.1395,0.0449,0.1259,0.0233,0.2194,0.0129,1.0383,0.0101,0.1781,0.0069,0.466,0.0682,7
hierarchy_without_containment,delayed_escalation,tool_use_sequence,subgoal_drift,0.3605,0.0296,0.1956,0.037,0.1769,0.0246,0.233,0.037,0.0816,0.032,0.1497,0.0325,0.1837,0.0352,0.2125,0.0101,0.9737,0.0198,0.1752,0.0075,0.3622,0.0333,7
hierarchy_without_containment,low_level_perturbation,bimanual_handoff,actuator_slip,0.4388,0.049,0.2398,0.0339,0.085,0.0193,0.148,0.0283,0.0612,0.0213,0.1701,0.0317,0.267,0.0449,0.2508,0.0143,0.8915,0.0153,0.1885,0.0087,0.3044,0.0493,7
hierarchy_without_containment,low_level_perturbation,bimanual_handoff,contact_instability,0.4269,0.0299,0.2619,0.0283,0.102,0.0243,0.1922,0.0409,0.1071,0.0367,0.1633,0.0333,0.2177,0.0313,0.2465,0.0038,0.9264,0.0188,0.1882,0.0061,0.3248,0.0446,7
hierarchy_without_containment,low_level_perturbation,bimanual_handoff,cross_level_cascading_failure,0.2925,0.0296,0.25,0.0401,0.2126,0.0445,0.2806,0.0309,0.1105,0.0253,0.1344,0.0232,0.2075,0.0168,0.2557,0.0085,1.0315,0.0089,0.1934,0.007,0.415,0.0332,7
hierarchy_without_containment,low_level_perturbation,bimanual_handoff,perception_glitch,0.4337,0.0301,0.2245,0.0307,0.0969,0.0107,0.1565,0.0399,0.0697,0.0276,0.1463,0.0325,0.2857,0.0338,0.2453,0.0106,0.8617,0.0135,0.184,0.006,0.3384,0.0329,7
hierarchy_without_containment,low_level_perturbation,bimanual_handoff,precondition_drift,0.398,0.0391,0.2551,0.0536,0.1344,0.0291,0.1752,0.037,0.0884,0.0123,0.1633,0.0195,0.2279,0.0451,0.2527,0.006,0.86,0.0166,0.1918,0.0066,0.318,0.0828,7
hierarchy_without_containment,low_level_perturbation,bimanual_handoff,recovery_budget_exhaustion,0.3231,0.0492,0.267,0.048,0.1344,0.0226,0.2432,0.04,0.0884,0.019,0.1531,0.0376,0.2109,0.0159,0.2438,0.0067,0.9155,0.0067,0.1914,0.0058,0.4116,0.0506,7
hierarchy_without_containment,low_level_perturbation,bimanual_handoff,subgoal_drift,0.4218,0.0292,0.2857,0.0455,0.1616,0.0301,0.1548,0.0326,0.0952,0.0184,0.1344,0.0268,0.2568,0.0352,0.2543,0.0129,0.8674,0.0131,0.1924,0.0055,0.2891,0.0296,7
hierarchy_without_containment,low_level_perturbation,drawer_retrieval,actuator_slip,0.4932,0.0325,0.2517,0.0276,0.0527,0.0175,0.1582,0.0248,0.0459,0.0148,0.1361,0.048,0.2602,0.0307,0.2576,0.0104,0.8483,0.0176,0.185,0.0045,0.2772,0.0679,7
hierarchy_without_containment,low_level_perturbation,drawer_retrieval,contact_instability,0.4796,0.0543,0.2653,0.0337,0.0918,0.0084,0.1837,0.0112,0.1071,0.0274,0.1344,0.0278,0.2602,0.0285,0.2448,0.0097,0.8847,0.0053,0.1849,0.0055,0.2466,0.0723,7
hierarchy_without_containment,low_level_perturbation,drawer_retrieval,cross_level_cascading_failure,0.267,0.0292,0.2653,0.038,0.1905,0.0367,0.2806,0.0443,0.1105,0.022,0.1293,0.0303,0.2313,0.041,0.2592,0.0078,0.9943,0.0158,0.1933,0.0064,0.4779,0.05,7
hierarchy_without_containment,low_level_perturbation,drawer_retrieval,perception_glitch,0.4728,0.0698,0.2381,0.0288,0.0901,0.0287,0.1378,0.0317,0.0765,0.0259,0.1582,0.0278,0.2483,0.0303,0.251,0.0181,0.8361,0.0142,0.1859,0.0035,0.2891,0.065,7
hierarchy_without_containment,low_level_perturbation,drawer_retrieval,precondition_drift,0.4184,0.0382,0.2602,0.0424,0.1446,0.0119,0.1888,0.0497,0.0714,0.0279,0.165,0.0187,0.2415,0.0337,0.2552,0.0108,0.8424,0.012,0.1868,0.0086,0.3367,0.0705,7
hierarchy_without_containment,low_level_perturbation,drawer_retrieval,recovery_budget_exhaustion,0.4082,0.0122,0.2721,0.0351,0.1327,0.0276,0.2483,0.0187,0.0867,0.0253,0.1599,0.0264,0.2534,0.0452,0.2498,0.0088,0.9051,0.0154,0.1841,0.0039,0.352,0.0466,7
hierarchy_without_containment,low_level_perturbation,drawer_retrieval,subgoal_drift,0.3776,0.0457,0.2449,0.0254,0.1514,0.0416,0.1752,0.0383,0.0816,0.0213,0.1088,0.0224,0.2415,0.0471,0.2469,0.0064,0.8408,0.0132,0.1858,0.0086,0.3741,0.0644,7
hierarchy_without_containment,low_level_perturbation,mobile_manip_delivery,actuator_slip,0.4728,0.0566,0.2823,0.0619,0.0612,0.0172,0.1463,0.0355,0.0765,0.0168,0.1531,0.0332,0.2415,0.0248,0.2501,0.0123,0.8786,0.0134,0.1907,0.0067,0.2772,0.0699,7
hierarchy_without_containment,low_level_perturbation,mobile_manip_delivery,contact_instability,0.4218,0.0203,0.2721,0.0267,0.1088,0.0219,0.1769,0.0206,0.0901,0.0143,0.1531,0.023,0.2619,0.0391,0.2512,0.0037,0.9184,0.0131,0.1871,0.006,0.3197,0.02,7
hierarchy_without_containment,low_level_perturbation,mobile_manip_delivery,cross_level_cascading_failure,0.2806,0.0254,0.2738,0.0125,0.182,0.0313,0.2925,0.0413,0.1088,0.0172,0.1514,0.0243,0.2347,0.0243,0.2556,0.0076,1.0152,0.0196,0.1897,0.0091,0.4286,0.0342,7
hierarchy_without_containment,low_level_perturbation,mobile_manip_delivery,perception_glitch,0.449,0.049,0.2245,0.0393,0.0867,0.0253,0.1565,0.0303,0.0663,0.0123,0.1514,0.0182,0.2398,0.0336,0.2451,0.0088,0.8434,0.0075,0.1875,0.0064,0.2993,0.0484,7
hierarchy_without_containment,low_level_perturbation,mobile_manip_delivery,precondition_drift,0.4524,0.0378,0.2381,0.0255,0.1122,0.0287,0.2041,0.0382,0.0578,0.0156,0.1548,0.0297,0.2432,0.019,0.2471,0.0092,0.8465,0.0122,0.1881,0.006,0.2789,0.0516,7
hierarchy_without_containment,low_level_perturbation,mobile_manip_delivery,recovery_budget_exhaustion,0.3486,0.0325,0.2687,0.0407,0.1105,0.0237,0.233,0.0333,0.0663,0.0152,0.1327,0.0267,0.2347,0.0333,0.2593,0.0088,0.904,0.015,0.1856,0.0053,0.4031,0.0616,7
hierarchy_without_containment,low_level_perturbation,mobile_manip_delivery,subgoal_drift,0.4099,0.0596,0.2925,0.0309,0.148,0.0419,0.1871,0.0437,0.0782,0.016,0.1616,0.0278,0.2806,0.0374,0.2592,0.0112,0.8529,0.0232,0.1853,0.0063,0.352,0.0711,7
hierarchy_without_containment,low_level_perturbation,peg_assembly,actuator_slip,0.4558,0.0317,0.2381,0.0135,0.0714,0.0216,0.1395,0.0366,0.0612,0.0262,0.1412,0.02,0.2551,0.0377,0.2503,0.0158,0.8814,0.0149,0.1857,0.0027,0.284,0.0427,7
hierarchy_without_containment,low_level_perturbation,peg_assembly,contact_instability,0.369,0.0338,0.233,0.0446,0.1088,0.0187,0.2041,0.0206,0.0986,0.0195,0.1582,0.0195,0.2279,0.0445,0.2449,0.0073,0.9211,0.0127,0.1832,0.0081,0.3741,0.0681,7
hierarchy_without_containment,low_level_perturbation,peg_assembly,cross_level_cascading_failure,0.2568,0.0317,0.2517,0.0406,0.1786,0.0371,0.2568,0.0377,0.119,0.021,0.1701,0.0352,0.216,0.0206,0.248,0.0081,1.0078,0.0087,0.183,0.0056,0.4643,0.0628,7
hierarchy_without_containment,low_level_perturbation,peg_assembly,perception_glitch,0.449,0.0393,0.2755,0.0612,0.1037,0.0232,0.1565,0.0376,0.0765,0.0175,0.1105,0.0189,0.2704,0.0309,0.2469,0.0138,0.8602,0.0154,0.1847,0.0073,0.2823,0.0811,7
hierarchy_without_containment,low_level_perturbation,peg_assembly,precondition_drift,0.3946,0.0299,0.2619,0.0447,0.1463,0.0237,0.165,0.0224,0.0816,0.029,0.1786,0.021,0.2364,0.0593,0.2502,0.012,0.8577,0.0153,0.1854,0.0059,0.3333,0.0426,7
hierarchy_without_containment,low_level_perturbation,peg_assembly,recovery_budget_exhaustion,0.3418,0.0562,0.267,0.0321,0.1173,0.0241,0.2211,0.019,0.0884,0.016,0.1514,0.0226,0.2381,0.026,0.2564,0.009,0.9298,0.011,0.1856,0.0069,0.3827,0.074,7
hierarchy_without_containment,low_level_perturbation,peg_assembly,subgoal_drift,0.3878,0.0387,0.2755,0.0312,0.1922,0.0354,0.1939,0.0291,0.068,0.0253,0.1599,0.0325,0.2483,0.0427,0.2597,0.0148,0.8521,0.0135,0.1881,0.0047,0.3299,0.055,7
hierarchy_without_containment,low_level_perturbation,tool_use_sequence,actuator_slip,0.4558,0.0237,0.2857,0.0283,0.0612,0.0224,0.148,0.0196,0.068,0.0111,0.119,0.0176,0.2738,0.0367,0.2483,0.0081,0.8736,0.0102,0.1909,0.0093,0.2925,0.0387,7
hierarchy_without_containment,low_level_perturbation,tool_use_sequence,contact_instability,0.3861,0.0446,0.2313,0.0435,0.1156,0.0214,0.2092,0.0321,0.0867,0.0282,0.1616,0.0321,0.2738,0.033,0.246,0.0088,0.9177,0.0194,0.1838,0.0094,0.3299,0.0639,7
hierarchy_without_containment,low_level_perturbation,tool_use_sequence,cross_level_cascading_failure,0.2296,0.0182,0.2874,0.0347,0.1803,0.0281,0.2806,0.0168,0.1037,0.0287,0.1446,0.0365,0.2262,0.0239,0.2555,0.0113,1.025,0.0134,0.1883,0.005,0.4915,0.0488,7
hierarchy_without_containment,low_level_perturbation,tool_use_sequence,perception_glitch,0.4643,0.0306,0.2568,0.0278,0.0969,0.0219,0.1497,0.0397,0.0731,0.0213,0.1378,0.037,0.2653,0.0333,0.2512,0.0144,0.8542,0.0117,0.1876,0.0082,0.2551,0.0341,7
hierarchy_without_containment,low_level_perturbation,tool_use_sequence,precondition_drift,0.3946,0.0579,0.2551,0.0387,0.119,0.0125,0.1599,0.0309,0.0731,0.0324,0.1548,0.0204,0.2551,0.0341,0.2499,0.0136,0.8408,0.0081,0.1851,0.0089,0.3265,0.0829,7
hierarchy_without_containment,low_level_perturbation,tool_use_sequence,recovery_budget_exhaustion,0.3044,0.048,0.2602,0.0347,0.1684,0.0424,0.2534,0.0296,0.0935,0.0271,0.1412,0.0236,0.2398,0.0219,0.2499,0.0067,0.932,0.0165,0.1844,0.0037,0.4269,0.071,7
hierarchy_without_containment,low_level_perturbation,tool_use_sequence,subgoal_drift,0.3878,0.0681,0.2483,0.0285,0.1361,0.0133,0.1599,0.0243,0.0697,0.0187,0.131,0.0239,0.2874,0.0241,0.2374,0.0106,0.8412,0.0087,0.1854,0.0068,0.3639,0.111,7
hierarchy_without_containment,mid_level_subgoal_shift,bimanual_handoff,actuator_slip,0.4201,0.0337,0.2296,0.0268,0.0765,0.0143,0.1548,0.0374,0.0969,0.0262,0.1582,0.0344,0.2364,0.0484,0.2031,0.0084,0.8438,0.0089,0.1847,0.0076,0.2993,0.0545,7
hierarchy_without_containment,mid_level_subgoal_shift,bimanual_handoff,contact_instability,0.432,0.0446,0.2687,0.0391,0.1156,0.0202,0.1973,0.0452,0.0969,0.0156,0.1259,0.0264,0.2517,0.0459,0.2113,0.0146,0.9039,0.0164,0.186,0.0049,0.301,0.0528,7
hierarchy_without_containment,mid_level_subgoal_shift,bimanual_handoff,cross_level_cascading_failure,0.2432,0.0463,0.2228,0.0344,0.2432,0.0221,0.2891,0.0403,0.1105,0.0387,0.1684,0.0332,0.1922,0.0213,0.2071,0.0116,1.0226,0.0097,0.186,0.0076,0.4932,0.0452,7
hierarchy_without_containment,mid_level_subgoal_shift,bimanual_handoff,perception_glitch,0.4235,0.0387,0.2245,0.0343,0.1173,0.0172,0.1412,0.0332,0.068,0.0084,0.1565,0.0343,0.2466,0.0273,0.2037,0.0046,0.8377,0.016,0.1828,0.0047,0.3197,0.0629,7
hierarchy_without_containment,mid_level_subgoal_shift,bimanual_handoff,precondition_drift,0.3741,0.04,0.2432,0.0238,0.1446,0.018,0.1871,0.0321,0.0884,0.0123,0.1616,0.0367,0.2279,0.0362,0.2184,0.0096,0.8592,0.0134,0.1802,0.0071,0.398,0.0475,7
hierarchy_without_containment,mid_level_subgoal_shift,bimanual_handoff,recovery_budget_exhaustion,0.2976,0.0534,0.2636,0.043,0.1599,0.0321,0.25,0.0255,0.0833,0.0184,0.1531,0.0246,0.2075,0.0287,0.1994,0.0071,0.9162,0.0123,0.1793,0.0081,0.4167,0.0722,7
hierarchy_without_containment,mid_level_subgoal_shift,bimanual_handoff,subgoal_drift,0.3384,0.0394,0.2483,0.0365,0.2024,0.0297,0.2228,0.037,0.0799,0.0202,0.1786,0.0306,0.2619,0.0274,0.2007,0.011,0.8598,0.0173,0.1844,0.0047,0.3895,0.0406,7
hierarchy_without_containment,mid_level_subgoal_shift,drawer_retrieval,actuator_slip,0.5,0.0222,0.2364,0.0193,0.085,0.02,0.1446,0.0164,0.0663,0.0152,0.1565,0.0316,0.2449,0.0446,0.2066,0.0086,0.8336,0.0151,0.1874,0.0066,0.2381,0.0411,7
hierarchy_without_containment,mid_level_subgoal_shift,drawer_retrieval,contact_instability,0.398,0.0397,0.2568,0.0321,0.1105,0.0278,0.1888,0.0281,0.0765,0.0133,0.1548,0.0135,0.2653,0.0333,0.2075,0.0076,0.8661,0.0157,0.1863,0.005,0.3486,0.037,7
hierarchy_without_containment,mid_level_subgoal_shift,drawer_retrieval,cross_level_cascading_failure,0.2721,0.0445,0.2024,0.0269,0.25,0.0499,0.2279,0.0299,0.1037,0.0167,0.1582,0.0355,0.2092,0.0387,0.2021,0.0111,0.9857,0.0139,0.1845,0.0046,0.4915,0.0519,7
hierarchy_without_containment,mid_level_subgoal_shift,drawer_retrieval,perception_glitch,0.4881,0.0532,0.2534,0.0457,0.1037,0.0237,0.1565,0.0324,0.0544,0.0168,0.1667,0.0274,0.2636,0.0389,0.1931,0.0071,0.824,0.0154,0.185,0.0032,0.3078,0.0622,7
hierarchy_without_containment,mid_level_subgoal_shift,drawer_retrieval,precondition_drift,0.3776,0.0237,0.25,0.0144,0.1531,0.0351,0.1718,0.0249,0.0901,0.0152,0.1463,0.0208,0.2126,0.0303,0.2049,0.0056,0.8494,0.0152,0.1823,0.0057,0.369,0.0306,7
hierarchy_without_containment,mid_level_subgoal_shift,drawer_retrieval,recovery_budget_exhaustion,0.3486,0.0253,0.2874,0.0328,0.1497,0.0259,0.1922,0.0241,0.0918,0.0141,0.1173,0.0294,0.2126,0.0299,0.2023,0.0131,0.89,0.0097,0.1926,0.0067,0.4048,0.0244,7
hierarchy_without_containment,mid_level_subgoal_shift,drawer_retrieval,subgoal_drift,0.398,0.0394,0.2398,0.0316,0.1514,0.0304,0.2007,0.0386,0.0816,0.0351,0.1633,0.039,0.2279,0.0267,0.1961,0.0157,0.8301,0.0123,0.1814,0.0034,0.3639,0.0504,7
hierarchy_without_containment,mid_level_subgoal_shift,mobile_manip_delivery,actuator_slip,0.4592,0.0585,0.2262,0.0353,0.0748,0.0122,0.1241,0.0367,0.0748,0.0122,0.1667,0.0255,0.2449,0.0416,0.1972,0.0115,0.8388,0.0111,0.1833,0.0041,0.2789,0.0714,7
hierarchy_without_containment,mid_level_subgoal_shift,mobile_manip_delivery,contact_instability,0.4184,0.0465,0.2398,0.0412,0.1361,0.0249,0.1701,0.0226,0.0901,0.0215,0.1497,0.0227,0.2347,0.0232,0.2,0.009,0.8816,0.0102,0.1858,0.0135,0.3197,0.0754,7
hierarchy_without_containment,mid_level_subgoal_shift,mobile_manip_delivery,cross_level_cascading_failure,0.2687,0.0301,0.2449,0.0317,0.2007,0.0389,0.267,0.0404,0.0867,0.0366,0.1599,0.0233,0.2058,0.0321,0.2121,0.0112,1.0057,0.005,0.1827,0.0084,0.4694,0.0325,7
hierarchy_without_containment,mid_level_subgoal_shift,mobile_manip_delivery,perception_glitch,0.4473,0.055,0.2602,0.0347,0.0765,0.0196,0.1548,0.021,0.0595,0.0204,0.1531,0.0107,0.2194,0.0501,0.2057,0.0116,0.8299,0.0105,0.1844,0.0079,0.3112,0.0737,7
hierarchy_without_containment,mid_level_subgoal_shift,mobile_manip_delivery,precondition_drift,0.381,0.0265,0.2092,0.0352,0.1548,0.0274,0.1837,0.0374,0.085,0.0156,0.1344,0.0313,0.2568,0.0352,0.2107,0.0117,0.8426,0.0116,0.1846,0.0108,0.3878,0.0397,7
hierarchy_without_containment,mid_level_subgoal_shift,mobile_manip_delivery,recovery_budget_exhaustion,0.3435,0.0386,0.2262,0.0444,0.1718,0.0238,0.2449,0.0391,0.1054,0.0351,0.1344,0.0174,0.199,0.0248,0.1989,0.011,0.9073,0.0134,0.1868,0.0039,0.4099,0.0521,7
hierarchy_without_containment,mid_level_subgoal_shift,mobile_manip_delivery,subgoal_drift,0.3316,0.0281,0.233,0.0183,0.2194,0.0296,0.1735,0.0215,0.0646,0.016,0.1463,0.034,0.2755,0.0257,0.2027,0.0063,0.8671,0.0157,0.1805,0.0101,0.3878,0.0531,7
hierarchy_without_containment,mid_level_subgoal_shift,peg_assembly,actuator_slip,0.4303,0.0294,0.2313,0.0349,0.0697,0.0206,0.1565,0.0193,0.085,0.0164,0.1582,0.0202,0.2364,0.0433,0.2038,0.0084,0.8604,0.0072,0.1844,0.0066,0.3061,0.0377,7
hierarchy_without_containment,mid_level_subgoal_shift,peg_assembly,contact_instability,0.4048,0.0216,0.2568,0.0259,0.1344,0.0243,0.1752,0.0202,0.0952,0.0204,0.1259,0.0313,0.25,0.0469,0.2033,0.0139,0.9122,0.0172,0.1821,0.0056,0.3163,0.0514,7
hierarchy_without_containment,mid_level_subgoal_shift,peg_assembly,cross_level_cascading_failure,0.2381,0.0274,0.2483,0.0674,0.2058,0.0366,0.2687,0.0243,0.1122,0.0168,0.1514,0.04,0.2415,0.0268,0.2043,0.0097,1.0334,0.0104,0.1826,0.0052,0.483,0.0413,7
hierarchy_without_containment,mid_level_subgoal_shift,peg_assembly,perception_glitch,0.4337,0.0325,0.2568,0.0404,0.1088,0.0382,0.1327,0.0148,0.0799,0.0189,0.1429,0.0216,0.1888,0.0285,0.1965,0.0083,0.852,0.0171,0.1835,0.0106,0.2959,0.0328,7
