method,split,stress_level,seed,success,containment_rate,cascade_rate,state_corruption,subgoal_corruption,damage_rate,false_halt,missed_failure,recovery_success,escalation_precision,containment_latency,ece,regret,utility,groups
option_termination_monitor,stress_03,0.35,3,0.576389,0.454861,0.135417,0.076389,0.114583,0.079861,0.083333,0.350694,0.375,0.517361,0.700142,0.043544,0.357639,0.097368,48
option_termination_monitor,stress_03,0.35,4,0.631944,0.416667,0.177083,0.076389,0.090278,0.048611,0.052083,0.274306,0.340278,0.479167,0.699763,0.044033,0.309028,0.211941,48
option_termination_monitor,stress_03,0.35,5,0.618056,0.378472,0.15625,0.076389,0.104167,0.0625,0.059028,0.277778,0.357639,0.489583,0.701712,0.043577,0.319444,0.18275,48
option_termination_monitor,stress_03,0.35,6,0.590278,0.385417,0.125,0.107639,0.090278,0.045139,0.055556,0.329861,0.364583,0.53125,0.701997,0.044125,0.319444,0.162541,48
option_termination_monitor,stress_03,0.35,7,0.631944,0.375,0.173611,0.083333,0.083333,0.038194,0.069444,0.267361,0.322917,0.524306,0.699866,0.043749,0.263889,0.216345,48
option_termination_monitor,stress_03,0.35,8,0.625,0.399306,0.142361,0.079861,0.090278,0.034722,0.059028,0.340278,0.305556,0.482639,0.701811,0.044096,0.302083,0.201431,48
option_termination_monitor,stress_03,0.35,9,0.621528,0.368056,0.131944,0.086806,0.065972,0.059028,0.048611,0.267361,0.402778,0.541667,0.701161,0.044129,0.326389,0.230543,48
option_termination_monitor,stress_04,0.45,0,0.618056,0.409722,0.15625,0.09375,0.104167,0.048611,0.059028,0.298611,0.375,0.444444,0.717981,0.053954,0.309027,0.177868,48
option_termination_monitor,stress_04,0.45,1,0.590278,0.451389,0.173611,0.104167,0.107639,0.090278,0.09375,0.354167,0.381944,0.517361,0.720105,0.053365,0.34375,0.055194,48
option_termination_monitor,stress_04,0.45,2,0.611111,0.430556,0.194444,0.097222,0.128472,0.041667,0.052083,0.305556,0.329861,0.486111,0.719737,0.05394,0.326389,0.141873,48
option_termination_monitor,stress_04,0.45,3,0.590278,0.392361,0.163194,0.072917,0.104167,0.069444,0.065972,0.3125,0.357639,0.475694,0.721146,0.05341,0.333333,0.12359,48
option_termination_monitor,stress_04,0.45,4,0.5625,0.375,0.149306,0.100694,0.090278,0.055556,0.052083,0.333333,0.364583,0.510417,0.721484,0.053914,0.350694,0.106957,48
option_termination_monitor,stress_04,0.45,5,0.611111,0.378472,0.197917,0.090278,0.072917,0.055556,0.072917,0.309028,0.315972,0.510417,0.719842,0.053429,0.28125,0.138285,48
option_termination_monitor,stress_04,0.45,6,0.631944,0.392361,0.159722,0.059028,0.100694,0.038194,0.059028,0.333333,0.315972,0.479167,0.721053,0.054018,0.295139,0.199985,48
option_termination_monitor,stress_04,0.45,7,0.586806,0.381944,0.131944,0.076389,0.076389,0.0625,0.045139,0.291667,0.402778,0.517361,0.720065,0.053783,0.347222,0.180374,48
option_termination_monitor,stress_04,0.45,8,0.555556,0.371528,0.125,0.059028,0.086806,0.041667,0.0625,0.305556,0.340278,0.454861,0.718501,0.053409,0.354166,0.158016,48
option_termination_monitor,stress_04,0.45,9,0.65625,0.427083,0.159722,0.086806,0.111111,0.038194,0.083333,0.302083,0.347222,0.440972,0.71979,0.053198,0.28125,0.212651,48
option_termination_monitor,stress_05,0.55,0,0.586806,0.427083,0.215278,0.097222,0.135417,0.045139,0.059028,0.340278,0.329861,0.46875,0.739249,0.063674,0.350694,0.074179,48
option_termination_monitor,stress_05,0.55,1,0.604167,0.392361,0.15625,0.090278,0.107639,0.065972,0.065972,0.326389,0.350694,0.503472,0.740787,0.063091,0.333333,0.125225,48
option_termination_monitor,stress_05,0.55,2,0.59375,0.361111,0.177083,0.104167,0.086806,0.052083,0.052083,0.329861,0.34375,0.475694,0.740793,0.063733,0.319444,0.118086,48
option_termination_monitor,stress_05,0.55,3,0.611111,0.361111,0.166667,0.131944,0.079861,0.065972,0.069444,0.3125,0.315972,0.496528,0.738773,0.063228,0.284722,0.115118,48
option_termination_monitor,stress_05,0.55,4,0.666667,0.40625,0.197917,0.069444,0.111111,0.052083,0.0625,0.336806,0.3125,0.458333,0.740492,0.063734,0.267361,0.179743,48
option_termination_monitor,stress_05,0.55,5,0.586806,0.392361,0.135417,0.090278,0.083333,0.0625,0.059028,0.322917,0.388889,0.482639,0.739546,0.063755,0.326388,0.142179,48
option_termination_monitor,stress_05,0.55,6,0.5625,0.385417,0.135417,0.0625,0.086806,0.052083,0.055556,0.305556,0.336806,0.4375,0.738461,0.063134,0.361111,0.145658,48
option_termination_monitor,stress_05,0.55,7,0.628472,0.40625,0.170139,0.100694,0.114583,0.041667,0.072917,0.305556,0.354167,0.451389,0.739494,0.063028,0.298611,0.163849,48
option_termination_monitor,stress_05,0.55,8,0.576389,0.416667,0.180556,0.079861,0.097222,0.048611,0.086806,0.288194,0.329861,0.458333,0.738514,0.062893,0.354167,0.118959,48
option_termination_monitor,stress_05,0.55,9,0.576389,0.413194,0.215278,0.111111,0.100694,0.0625,0.083333,0.329861,0.336806,0.454861,0.739861,0.063656,0.361111,0.046462,48
option_termination_monitor,stress_06,0.65,0,0.572917,0.364583,0.204861,0.107639,0.079861,0.055556,0.076389,0.333333,0.361111,0.482639,0.759804,0.073578,0.34375,0.063835,48
option_termination_monitor,stress_06,0.65,1,0.583333,0.364583,0.166667,0.142361,0.090278,0.069444,0.072917,0.347222,0.326389,0.486111,0.758541,0.072966,0.315973,0.052887,48
option_termination_monitor,stress_06,0.65,2,0.652778,0.395833,0.204861,0.079861,0.09375,0.065972,0.069444,0.336806,0.329861,0.454861,0.759672,0.07363,0.28125,0.142769,48
option_termination_monitor,stress_06,0.65,3,0.565972,0.385417,0.159722,0.114583,0.104167,0.076389,0.076389,0.319444,0.364583,0.461806,0.759446,0.073514,0.333334,0.056071,48
option_termination_monitor,stress_06,0.65,4,0.5625,0.388889,0.138889,0.065972,0.090278,0.0625,0.059028,0.333333,0.340278,0.458333,0.757925,0.073153,0.368056,0.112747,48
option_termination_monitor,stress_06,0.65,5,0.59375,0.40625,0.194444,0.097222,0.128472,0.048611,0.076389,0.336806,0.368056,0.472222,0.759227,0.072822,0.333333,0.08465,48
option_termination_monitor,stress_06,0.65,6,0.604167,0.375,0.201389,0.083333,0.104167,0.055556,0.090278,0.309028,0.326389,0.454861,0.757824,0.072765,0.322916,0.10209,48
option_termination_monitor,stress_06,0.65,7,0.565972,0.416667,0.208333,0.138889,0.097222,0.052083,0.076389,0.333333,0.340278,0.427083,0.759216,0.073769,0.388889,0.035267,48
option_termination_monitor,stress_06,0.65,8,0.572917,0.395833,0.173611,0.097222,0.128472,0.045139,0.072917,0.322917,0.347222,0.489583,0.759074,0.072996,0.361111,0.08648,48
option_termination_monitor,stress_06,0.65,9,0.586806,0.420139,0.177083,0.111111,0.125,0.0625,0.048611,0.347222,0.350694,0.461806,0.757268,0.073343,0.3125,0.075452,48
option_termination_monitor,stress_07,0.75,0,0.649306,0.413194,0.201389,0.083333,0.086806,0.079861,0.055556,0.315972,0.298611,0.392361,0.776459,0.083001,0.284722,0.137791,48
option_termination_monitor,stress_07,0.75,1,0.534722,0.388889,0.173611,0.118056,0.107639,0.079861,0.069444,0.350694,0.368056,0.465278,0.77643,0.082726,0.371528,-0.004589,48
option_termination_monitor,stress_07,0.75,2,0.579861,0.402778,0.152778,0.076389,0.104167,0.083333,0.079861,0.364583,0.3125,0.454861,0.775308,0.082582,0.347222,0.060246,48
option_termination_monitor,stress_07,0.75,3,0.576389,0.375,0.208333,0.090278,0.138889,0.052083,0.076389,0.371528,0.385417,0.451389,0.776441,0.082265,0.34375,0.031911,48
option_termination_monitor,stress_07,0.75,4,0.59375,0.378472,0.239583,0.09375,0.118056,0.0625,0.083333,0.309028,0.315972,0.434028,0.775109,0.082207,0.322917,0.047328,48
option_termination_monitor,stress_07,0.75,5,0.559028,0.416667,0.201389,0.131944,0.090278,0.0625,0.09375,0.364583,0.350694,0.434028,0.776298,0.083152,0.385416,0.004499,48
option_termination_monitor,stress_07,0.75,6,0.569444,0.399306,0.180556,0.107639,0.135417,0.048611,0.076389,0.319444,0.340278,0.489583,0.77731,0.082251,0.361112,0.062892,48
option_termination_monitor,stress_07,0.75,7,0.583333,0.423611,0.184028,0.111111,0.125,0.052083,0.059028,0.357639,0.34375,0.4375,0.774335,0.082839,0.3125,0.064945,48
option_termination_monitor,stress_07,0.75,8,0.607639,0.361111,0.215278,0.104167,0.131944,0.052083,0.0625,0.333333,0.329861,0.451389,0.775819,0.082045,0.315972,0.072988,48
option_termination_monitor,stress_07,0.75,9,0.583333,0.368056,0.222222,0.100694,0.142361,0.0625,0.069444,0.409722,0.368056,0.461806,0.775578,0.082918,0.329861,-0.003867,48
option_termination_monitor,stress_08,0.85,0,0.548611,0.40625,0.180556,0.090278,0.114583,0.086806,0.100694,0.378472,0.284722,0.461806,0.789879,0.091873,0.361111,-0.023791,48
option_termination_monitor,stress_08,0.85,1,0.552083,0.368056,0.236111,0.097222,0.149306,0.059028,0.076389,0.392361,0.378472,0.430556,0.791245,0.091439,0.357639,-0.03993,48
option_termination_monitor,stress_08,0.85,2,0.621528,0.399306,0.246528,0.097222,0.128472,0.065972,0.079861,0.34375,0.329861,0.413194,0.790288,0.091612,0.295139,0.045451,48
option_termination_monitor,stress_08,0.85,3,0.555556,0.388889,0.201389,0.128472,0.118056,0.059028,0.086806,0.388889,0.368056,0.409722,0.790872,0.091964,0.378472,-0.019822,48
option_termination_monitor,stress_08,0.85,4,0.5625,0.378472,0.190972,0.111111,0.125,0.052083,0.086806,0.326389,0.336806,0.482639,0.792366,0.091175,0.371528,0.035438,48
option_termination_monitor,stress_08,0.85,5,0.559028,0.416667,0.204861,0.131944,0.125,0.055556,0.069444,0.388889,0.319444,0.427083,0.79012,0.091684,0.340278,-0.011917,48
option_termination_monitor,stress_08,0.85,6,0.604167,0.354167,0.225694,0.114583,0.125,0.045139,0.069444,0.354167,0.333333,0.413194,0.791581,0.091185,0.315972,0.050252,48
option_termination_monitor,stress_08,0.85,7,0.604167,0.388889,0.236111,0.104167,0.142361,0.052083,0.069444,0.381944,0.347222,0.465278,0.791307,0.091726,0.284722,0.028164,48
option_termination_monitor,stress_08,0.85,8,0.559028,0.361111,0.190972,0.083333,0.083333,0.0625,0.072917,0.357639,0.371528,0.416667,0.7906,0.091736,0.326389,0.04497,48
option_termination_monitor,stress_08,0.85,9,0.600694,0.385417,0.177083,0.076389,0.111111,0.083333,0.086806,0.385417,0.364583,0.444444,0.791706,0.091543,0.270834,0.04855,48
option_termination_monitor,stress_09,0.95,0,0.600694,0.395833,0.243056,0.100694,0.131944,0.076389,0.09375,0.340278,0.340278,0.399306,0.804716,0.100761,0.309028,0.004876,48
option_termination_monitor,stress_09,0.95,1,0.559028,0.381944,0.197917,0.128472,0.118056,0.059028,0.086806,0.427083,0.350694,0.427083,0.80504,0.101081,0.375,-0.035695,48
option_termination_monitor,stress_09,0.95,2,0.552083,0.399306,0.194444,0.09375,0.111111,0.055556,0.090278,0.347222,0.336806,0.440972,0.806379,0.100331,0.371528,0.021619,48
option_termination_monitor,stress_09,0.95,3,0.569444,0.402778,0.197917,0.138889,0.121528,0.065972,0.065972,0.40625,0.309028,0.427083,0.804581,0.100437,0.322917,-0.021656,48
option_termination_monitor,stress_09,0.95,4,0.576389,0.305556,0.211806,0.111111,0.121528,0.048611,0.072917,0.395833,0.326389,0.395833,0.805624,0.10037,0.340278,0.001197,48
option_termination_monitor,stress_09,0.95,5,0.559028,0.388889,0.232639,0.104167,0.152778,0.045139,0.069444,0.392361,0.354167,0.475694,0.805929,0.100755,0.298611,-0.01896,48
option_termination_monitor,stress_09,0.95,6,0.517361,0.347222,0.204861,0.09375,0.086806,0.059028,0.0625,0.378472,0.319444,0.444444,0.805703,0.100703,0.364583,-0.020653,48
option_termination_monitor,stress_09,0.95,7,0.614583,0.395833,0.1875,0.100694,0.107639,0.079861,0.09375,0.40625,0.371528,0.4375,0.806633,0.100667,0.256945,0.033928,48
option_termination_monitor,stress_09,0.95,8,0.548611,0.340278,0.170139,0.09375,0.107639,0.059028,0.135417,0.375,0.315972,0.458333,0.806534,0.100502,0.350695,-0.008434,48
option_termination_monitor,stress_09,0.95,9,0.548611,0.385417,0.1875,0.097222,0.114583,0.041667,0.0625,0.371528,0.329861,0.440972,0.804473,0.100954,0.315972,0.032877,48
oracle_containment_supervisor,stress_00,0.05,0,0.934028,0.774306,0.003472,0.003472,0.0,0.003472,0.003472,0.027778,0.611111,0.802083,0.361967,0.00324,0.0,1.009881,48
oracle_containment_supervisor,stress_00,0.05,1,0.927083,0.694444,0.003472,0.003472,0.006944,0.0,0.0,0.010417,0.670139,0.819444,0.362555,0.003232,0.0,1.009296,48
oracle_containment_supervisor,stress_00,0.05,2,0.944444,0.753472,0.017361,0.006944,0.003472,0.003472,0.0,0.020833,0.635417,0.829861,0.362979,0.003146,0.0,1.013483,48
oracle_containment_supervisor,stress_00,0.05,3,0.954861,0.743056,0.020833,0.003472,0.003472,0.0,0.0,0.010417,0.625,0.826389,0.362038,0.003023,0.0,1.030233,48
oracle_containment_supervisor,stress_00,0.05,4,0.913194,0.739583,0.017361,0.0,0.0,0.003472,0.003472,0.010417,0.5625,0.815972,0.3623,0.003279,0.0,0.983783,48
oracle_containment_supervisor,stress_00,0.05,5,0.878472,0.697917,0.010417,0.0,0.003472,0.0,0.0,0.003472,0.618056,0.836806,0.361547,0.003322,0.0,0.960628,48
oracle_containment_supervisor,stress_00,0.05,6,0.944444,0.736111,0.017361,0.0,0.0,0.0,0.0,0.041667,0.586806,0.850694,0.362473,0.0031,0.0,1.008617,48
oracle_containment_supervisor,stress_00,0.05,7,0.940972,0.736111,0.003472,0.003472,0.0,0.0,0.0,0.010417,0.607639,0.805556,0.36239,0.003172,0.0,1.025824,48
oracle_containment_supervisor,stress_00,0.05,8,0.940972,0.732639,0.010417,0.0,0.0,0.0,0.0,0.020833,0.618056,0.826389,0.36136,0.003222,0.0,1.019982,48
oracle_containment_supervisor,stress_00,0.05,9,0.930556,0.71875,0.020833,0.003472,0.0,0.0,0.006944,0.017361,0.607639,0.795139,0.361823,0.003149,0.0,0.996214,48
oracle_containment_supervisor,stress_01,0.15,0,0.954861,0.756944,0.017361,0.006944,0.003472,0.003472,0.0,0.03125,0.600694,0.8125,0.382252,0.003223,0.0,1.013609,48
oracle_containment_supervisor,stress_01,0.15,1,0.954861,0.739583,0.017361,0.003472,0.003472,0.003472,0.0,0.041667,0.597222,0.819444,0.38056,0.003035,0.0,1.00917,48
oracle_containment_supervisor,stress_01,0.15,2,0.909722,0.729167,0.017361,0.0,0.0,0.003472,0.003472,0.038194,0.5625,0.822917,0.381749,0.003197,0.0,0.964015,48
oracle_containment_supervisor,stress_01,0.15,3,0.895833,0.684028,0.013889,0.0,0.003472,0.003472,0.0,0.017361,0.600694,0.829861,0.380258,0.003281,0.0,0.96022,48
oracle_containment_supervisor,stress_01,0.15,4,0.947917,0.729167,0.010417,0.0,0.0,0.0,0.0,0.052083,0.576389,0.829861,0.380883,0.0031,0.0,1.006692,48
oracle_containment_supervisor,stress_01,0.15,5,0.934028,0.704861,0.006944,0.003472,0.0,0.0,0.0,0.034722,0.625,0.791667,0.380924,0.00323,0.0,1.000298,48
oracle_containment_supervisor,stress_01,0.15,6,0.927083,0.732639,0.013889,0.0,0.0,0.0,0.0,0.027778,0.621528,0.815972,0.380367,0.003247,0.0,0.997888,48
oracle_containment_supervisor,stress_01,0.15,7,0.923611,0.711806,0.024306,0.003472,0.003472,0.0,0.003472,0.024306,0.625,0.788194,0.37967,0.00316,0.0,0.981548,48
oracle_containment_supervisor,stress_01,0.15,8,0.958333,0.746528,0.013889,0.0,0.0,0.006944,0.0,0.020833,0.607639,0.815972,0.379844,0.003206,0.0,1.025604,48
oracle_containment_supervisor,stress_01,0.15,9,0.930556,0.697917,0.010417,0.0,0.006944,0.003472,0.0,0.024306,0.590278,0.767361,0.379993,0.003339,0.0,0.99044,48
oracle_containment_supervisor,stress_02,0.25,0,0.902778,0.722222,0.013889,0.0,0.0,0.003472,0.003472,0.048611,0.579861,0.826389,0.401013,0.003201,0.0,0.952366,48
oracle_containment_supervisor,stress_02,0.25,1,0.913194,0.677083,0.020833,0.0,0.006944,0.003472,0.0,0.027778,0.607639,0.840278,0.398587,0.003217,0.0,0.96452,48
oracle_containment_supervisor,stress_02,0.25,2,0.947917,0.722222,0.017361,0.0,0.0,0.0,0.0,0.045139,0.572917,0.826389,0.400395,0.003226,0.0,1.001721,48
oracle_containment_supervisor,stress_02,0.25,3,0.927083,0.690972,0.010417,0.003472,0.0,0.0,0.0,0.048611,0.621528,0.78125,0.400049,0.003178,0.0,0.979999,48
oracle_containment_supervisor,stress_02,0.25,4,0.9375,0.732639,0.017361,0.003472,0.003472,0.0,0.0,0.045139,0.638889,0.809028,0.399311,0.00323,0.0,0.992967,48
oracle_containment_supervisor,stress_02,0.25,5,0.923611,0.711806,0.024306,0.003472,0.003472,0.0,0.003472,0.03125,0.628472,0.795139,0.397823,0.003093,0.0,0.976352,48
oracle_containment_supervisor,stress_02,0.25,6,0.954861,0.732639,0.006944,0.0,0.0,0.0,0.0,0.038194,0.597222,0.829861,0.399266,0.00319,0.0,1.02142,48
oracle_containment_supervisor,stress_02,0.25,7,0.930556,0.694444,0.017361,0.0,0.006944,0.003472,0.0,0.024306,0.597222,0.774306,0.398846,0.003236,0.0,0.983917,48
oracle_containment_supervisor,stress_02,0.25,8,0.909722,0.704861,0.006944,0.0,0.0,0.006944,0.0,0.027778,0.583333,0.784722,0.400819,0.003189,0.0,0.96778,48
oracle_containment_supervisor,stress_02,0.25,9,0.90625,0.680556,0.010417,0.003472,0.0,0.0,0.003472,0.052083,0.638889,0.836806,0.400431,0.003286,0.0,0.958434,48
oracle_containment_supervisor,stress_03,0.35,0,0.940972,0.725694,0.017361,0.0,0.0,0.0,0.0,0.072917,0.59375,0.798611,0.419448,0.003252,0.0,0.979986,48
oracle_containment_supervisor,stress_03,0.35,1,0.923611,0.704861,0.010417,0.003472,0.0,0.0,0.0,0.059028,0.625,0.788194,0.418413,0.003159,0.0,0.971159,48
oracle_containment_supervisor,stress_03,0.35,2,0.934028,0.71875,0.017361,0.003472,0.003472,0.0,0.0,0.059028,0.628472,0.802083,0.417851,0.003199,0.0,0.978033,48
oracle_containment_supervisor,stress_03,0.35,3,0.934028,0.746528,0.020833,0.003472,0.003472,0.003472,0.003472,0.059028,0.642361,0.8125,0.416313,0.00316,0.0,0.975252,48
oracle_containment_supervisor,stress_03,0.35,4,0.940972,0.690972,0.006944,0.0,0.0,0.0,0.003472,0.052083,0.572917,0.8125,0.417371,0.003135,0.0,0.990279,48
oracle_containment_supervisor,stress_03,0.35,5,0.9375,0.704861,0.020833,0.0,0.003472,0.006944,0.0,0.052083,0.611111,0.784722,0.4177,0.0032,0.0,0.973749,48
oracle_containment_supervisor,stress_03,0.35,6,0.909722,0.704861,0.010417,0.003472,0.0,0.006944,0.0,0.072917,0.621528,0.791667,0.41895,0.003151,0.0,0.943418,48
oracle_containment_supervisor,stress_03,0.35,7,0.895833,0.680556,0.013889,0.0,0.003472,0.0,0.006944,0.076389,0.590278,0.815972,0.41945,0.003194,0.0,0.926501,48
oracle_containment_supervisor,stress_03,0.35,8,0.927083,0.75,0.027778,0.0,0.0,0.0,0.003472,0.045139,0.649306,0.788194,0.418971,0.003292,0.0,0.976956,48
oracle_containment_supervisor,stress_03,0.35,9,0.947917,0.746528,0.017361,0.003472,0.0,0.0,0.003472,0.0625,0.614583,0.774306,0.418773,0.003208,0.0,0.991042,48
oracle_containment_supervisor,stress_04,0.45,0,0.927083,0.711806,0.013889,0.003472,0.003472,0.0,0.0,0.065972,0.635417,0.784722,0.436591,0.003188,0.0,0.966452,48
oracle_containment_supervisor,stress_04,0.45,1,0.934028,0.767361,0.017361,0.003472,0.006944,0.003472,0.0,0.076389,0.618056,0.805556,0.435659,0.003226,0.0,0.966829,48
oracle_containment_supervisor,stress_04,0.45,2,0.9375,0.694444,0.003472,0.0,0.0,0.003472,0.003472,0.0625,0.586806,0.809028,0.437103,0.003136,0.0,0.97895,48
oracle_containment_supervisor,stress_04,0.45,3,0.923611,0.694444,0.020833,0.0,0.003472,0.006944,0.003472,0.052083,0.628472,0.78125,0.4361,0.003296,0.0,0.955724,48
oracle_containment_supervisor,stress_04,0.45,4,0.913194,0.701389,0.013889,0.003472,0.0,0.010417,0.0,0.083333,0.621528,0.770833,0.438225,0.003113,0.0,0.932365,48
oracle_containment_supervisor,stress_04,0.45,5,0.892361,0.673611,0.020833,0.0,0.006944,0.0,0.006944,0.069444,0.552083,0.795139,0.439072,0.003291,0.0,0.913288,48
oracle_containment_supervisor,stress_04,0.45,6,0.927083,0.736111,0.024306,0.0,0.0,0.0,0.003472,0.059028,0.631944,0.777778,0.43753,0.003254,0.0,0.967013,48
oracle_containment_supervisor,stress_04,0.45,7,0.934028,0.729167,0.017361,0.003472,0.0,0.0,0.003472,0.090278,0.631944,0.770833,0.438523,0.003343,0.0,0.960846,48
oracle_containment_supervisor,stress_04,0.45,8,0.909722,0.677083,0.013889,0.006944,0.003472,0.0,0.006944,0.079861,0.635417,0.815972,0.437186,0.003169,0.0,0.935356,48
oracle_containment_supervisor,stress_04,0.45,9,0.9375,0.708333,0.013889,0.0,0.0,0.0,0.0,0.041667,0.597222,0.798611,0.439242,0.003294,0.0,0.988687,48
oracle_containment_supervisor,stress_05,0.55,0,0.9375,0.690972,0.010417,0.0,0.0,0.006944,0.003472,0.076389,0.579861,0.8125,0.456931,0.003183,0.0,0.961126,48
oracle_containment_supervisor,stress_05,0.55,1,0.9375,0.680556,0.017361,0.0,0.003472,0.003472,0.003472,0.069444,0.59375,0.770833,0.455964,0.003232,0.0,0.960323,48
oracle_containment_supervisor,stress_05,0.55,2,0.913194,0.6875,0.017361,0.003472,0.0,0.006944,0.0,0.079861,0.614583,0.760417,0.457504,0.003164,0.0,0.93037,48
oracle_containment_supervisor,stress_05,0.55,3,0.895833,0.715278,0.03125,0.0,0.006944,0.0,0.006944,0.086806,0.5625,0.802083,0.458715,0.003292,0.0,0.904961,48
oracle_containment_supervisor,stress_05,0.55,4,0.934028,0.743056,0.017361,0.0,0.0,0.0,0.003472,0.072917,0.628472,0.777778,0.456681,0.003274,0.0,0.969678,48
oracle_containment_supervisor,stress_05,0.55,5,0.913194,0.732639,0.010417,0.0,0.0,0.0,0.003472,0.100694,0.59375,0.770833,0.457749,0.003337,0.0,0.936402,48
oracle_containment_supervisor,stress_05,0.55,6,0.923611,0.697917,0.017361,0.006944,0.003472,0.0,0.010417,0.09375,0.59375,0.819444,0.456315,0.003094,0.0,0.93592,48
oracle_containment_supervisor,stress_05,0.55,7,0.927083,0.708333,0.020833,0.0,0.0,0.0,0.0,0.055556,0.586806,0.788194,0.458612,0.00322,0.0,0.963703,48
oracle_containment_supervisor,stress_05,0.55,8,0.930556,0.736111,0.020833,0.0,0.006944,0.0,0.006944,0.086806,0.517361,0.798611,0.457734,0.003206,0.0,0.945168,48
oracle_containment_supervisor,stress_05,0.55,9,0.9375,0.715278,0.013889,0.0,0.0,0.003472,0.003472,0.083333,0.576389,0.829861,0.45892,0.003044,0.0,0.962195,48
oracle_containment_supervisor,stress_06,0.65,0,0.916667,0.670139,0.024306,0.003472,0.0,0.006944,0.0,0.090278,0.597222,0.767361,0.477413,0.003234,0.0,0.919206,48
oracle_containment_supervisor,stress_06,0.65,1,0.899306,0.722222,0.038194,0.0,0.006944,0.0,0.006944,0.111111,0.555556,0.802083,0.477603,0.003325,0.0,0.890543,48
oracle_containment_supervisor,stress_06,0.65,2,0.934028,0.743056,0.017361,0.0,0.0,0.0,0.003472,0.086806,0.607639,0.756944,0.475625,0.003151,0.0,0.958313,48
oracle_containment_supervisor,stress_06,0.65,3,0.899306,0.704861,0.013889,0.0,0.0,0.0,0.0,0.100694,0.576389,0.732639,0.477365,0.003376,0.0,0.913402,48
oracle_containment_supervisor,stress_06,0.65,4,0.930556,0.684028,0.020833,0.006944,0.006944,0.003472,0.006944,0.121528,0.579861,0.819444,0.4752,0.003113,0.0,0.919143,48
oracle_containment_supervisor,stress_06,0.65,5,0.927083,0.725694,0.020833,0.0,0.0,0.0,0.0,0.079861,0.59375,0.774306,0.477415,0.003193,0.0,0.951618,48
oracle_containment_supervisor,stress_06,0.65,6,0.927083,0.75,0.020833,0.0,0.006944,0.0,0.006944,0.097222,0.503472,0.8125,0.477072,0.003188,0.0,0.935267,48
oracle_containment_supervisor,stress_06,0.65,7,0.954861,0.708333,0.020833,0.0,0.0,0.003472,0.003472,0.121528,0.5625,0.815972,0.477902,0.003154,0.0,0.95273,48
oracle_containment_supervisor,stress_06,0.65,8,0.934028,0.722222,0.006944,0.003472,0.0,0.0,0.0,0.107639,0.527778,0.767361,0.477329,0.003325,0.0,0.947248,48
oracle_containment_supervisor,stress_06,0.65,9,0.899306,0.697917,0.013889,0.003472,0.003472,0.003472,0.0,0.100694,0.607639,0.770833,0.47635,0.003302,0.0,0.909495,48
oracle_containment_supervisor,stress_07,0.75,0,0.934028,0.753472,0.020833,0.0,0.0,0.0,0.006944,0.100694,0.590278,0.767361,0.493494,0.003229,0.0,0.946052,48
oracle_containment_supervisor,stress_07,0.75,1,0.90625,0.677083,0.010417,0.0,0.0,0.003472,0.003472,0.111111,0.548611,0.71875,0.495177,0.00343,0.0,0.904592,48
oracle_containment_supervisor,stress_07,0.75,2,0.927083,0.673611,0.013889,0.010417,0.006944,0.003472,0.006944,0.131944,0.5625,0.836806,0.492353,0.003068,0.0,0.909332,48
oracle_containment_supervisor,stress_07,0.75,3,0.920139,0.708333,0.020833,0.0,0.0,0.0,0.0,0.097222,0.59375,0.767361,0.494672,0.003288,0.0,0.93215,48
oracle_containment_supervisor,stress_07,0.75,4,0.916667,0.743056,0.020833,0.0,0.003472,0.0,0.006944,0.104167,0.506944,0.819444,0.49427,0.003232,0.0,0.920648,48
oracle_containment_supervisor,stress_07,0.75,5,0.944444,0.680556,0.03125,0.0,0.0,0.003472,0.003472,0.145833,0.576389,0.819444,0.493961,0.003229,0.0,0.920622,48
oracle_containment_supervisor,stress_07,0.75,6,0.930556,0.701389,0.010417,0.003472,0.0,0.0,0.0,0.125,0.520833,0.753472,0.49433,0.003298,0.0,0.928002,48
oracle_containment_supervisor,stress_07,0.75,7,0.895833,0.694444,0.017361,0.0,0.003472,0.003472,0.0,0.107639,0.576389,0.774306,0.49298,0.003267,0.0,0.897819,48
oracle_containment_supervisor,stress_07,0.75,8,0.923611,0.684028,0.020833,0.003472,0.003472,0.0,0.003472,0.104167,0.590278,0.725694,0.493372,0.003215,0.0,0.92307,48
oracle_containment_supervisor,stress_07,0.75,9,0.913194,0.746528,0.013889,0.0,0.006944,0.0,0.0,0.135417,0.597222,0.767361,0.493904,0.003284,0.0,0.913108,48
oracle_containment_supervisor,stress_08,0.85,0,0.909722,0.663194,0.020833,0.010417,0.003472,0.003472,0.003472,0.170139,0.538194,0.819444,0.507538,0.003033,0.0,0.867574,48
oracle_containment_supervisor,stress_08,0.85,1,0.909722,0.694444,0.017361,0.0,0.0,0.0,0.0,0.118056,0.614583,0.760417,0.50954,0.003152,0.0,0.91194,48
oracle_containment_supervisor,stress_08,0.85,2,0.916667,0.746528,0.017361,0.0,0.003472,0.003472,0.006944,0.131944,0.524306,0.798611,0.508708,0.003148,0.0,0.905067,48
oracle_containment_supervisor,stress_08,0.85,3,0.934028,0.673611,0.03125,0.0,0.0,0.003472,0.003472,0.135417,0.569444,0.8125,0.509094,0.003247,0.0,0.91137,48
